18||#2	QTV kiểm tra hộ mình..số đơn hàng 4653663 hoàn thành chưa ạ...e có thể tới shop lấy hàng được chưa
18||#23118	Cho hỏi màn hình khóa điện thoại Meizu m3s như trên qc là thuộc chủ đề nào vậy
18||#23124	Cho mình hỏi máy của m mua đc gần 1 năm, hiện tại chân sạc bị lỏng nên điện cứ vào chập chờn. Có biện pháp gì khắc phục ko bn! Tks
18||#23135	Làm sao để mua với giá đặc biệt là 2.49 triệu
18||#23139	Admin cho em hỏi sao máy này em đặt mật khẩu và vân tay nhưng lại mở được bằng 4 số 0 ???
18||#23151	qtv cho e hỏi e nâng cấp lên flyme os 6 thì e kéo thanh thông báo xuống thấy 1 nút tắt ghi là DND có biểu tượng mặt trăng thì có tác dụng gì ạ
18||#23160	mình cắm sim mobi vào máy thì không có sóng trong khi sim viettel thì sóng full, mình lấy sim mobi cắm qua máy khác thì có sóng, máy này kén sim mobi hay bị lỗi gì ko?
18||#23176	có thể gợi ý cho mìh dòg máy nào có loa ngoài tốt, pin tạm ổn, lướt fb,xem phim ko lag , camera ổn trog tầm giá 3,4tr đi ạk
18||#23178	máy nào có giá tiền từ 2.5-3tr chơi liên quân mượt nhất vậy ( ko phải là quá mượt như các máy đắt tiền khác) mà chỉ trong tầm giá này thôi
18||#23185	Cho e hỏi làm sao để thay đổi sdt trên phương thức thanh toán qua viettell Telecom ạ.e mua hàng trên ch play và e muốn thanh toán qua sim 2 nhưng nó chỉ hiện thanh toán qua sim 1.
18||#23206	muốn hỏi là máy này có còn màu xám ko.. chỉ muốn mua con màu xám mà khu vực mình hết hàng rồi, gọi tổng đài đặt thì nói màu xám chỉ còn ở tphcm, muốn chuyển tỉnh thì phải đến shop để đặt cọc 30%, mất công đến shop thì mấy a lại bảo ko cho đặt cọc.. hơi thất vọng..
18||#23207	máy e bị vỡ màn thì shop có hỗ trợ thay k ạ
18||#23230	Shop cho t ? Hôm was tôi có đặt mua online nhưng khi ra show mua thì chỉ dc giảm 200k t cung k ? Lai nữa h. Có dc tính nữa k
18||#23231	Font chừng nào có meizu m6 note a?
18||#23242	qtv cho e hỏi nếu máy e bị lỗi phần mềm thì có chạy lại dk luôn tại shop k ạ hay phải mang đến trung tâm bảo hành chạy lại ạ
18||#23248	qtv cho e hỏi chút là e k thể tải và cài ứng dụng google map trên ch play về máy được ạ. nhưng các ứng dụng khác thì e vẫn tải và cài đặt bình thường ạ. thì lỗi này do máy hay là do đâu ạ
18||#23250	"điện thoại nàu có màn hình trước màu đen khg? với lại có giao hàng cho Nghệ An/TP Vinh ko?"
18||#23251	máy nayt có màn hình ở trước màu đen khg ạ? với có giao hàng đến phú yêu huyệnh đồng xuân khg ạ?
18||#23252	qtv cho mình hỏi là mình dùng meizu m3s này thì có lỗi k hiện thông báo của ứng dụng fb lite ạ. tức là khi có thông báo trên ứng dụng vd như cmt của bb, hay thông báo trong nhóm ý thường thì khi kết nối với mạng thì máy sẽ hiện trên thanh thông báo của máy nhưng máy mình thì k hiện trên thanh thông báo của máy ạ mà phải mở ứng dụng vào trong thì mới biết được là có thông báo. các ứng dụng khác như zalo hay messenger vẫn hiện bình thường và mình đã cài đặt hiện thông báo hết rồi ạ trên cả máy và trong ứng dụng rồi ạ nhưng máy vẫn k hiện ạ như vậy thì lỗi do máy hay do ứng dụng ạ và cách khắc phục như thế nào ạ
18||#23263	Cho e hoi s e tai ung dung tu ch play ma cho hoai ma chua hien thi phan tram%
18||#23307	Giá đặc biệt 2tr490 của meizu m3s áp dụng ở tỉnh nào
18||#23310	Có bản cập nhập android 6.0 r à ad
18||#23311	Vậy có ảnh hưởng gì đến dữ liệu của ĐT không ah???
18||#23313	phải đặt hàng mới có ạ hay là có sẵn ở shop rồi
18||#23315	Cho e hỏi pin điện thoại meizu m3s dung lượng pin 5000mAh có không vậy shop . giá pin luôn ạ
18||#23316	E mang máy ra shop để cập nhập android 6.0 đc k ad
18||#23319	Ad cho mình xin link tải rom m3s flyme os 5.1.5.4 G đi ạ
18||#23326	Máy em mua hồi tháng 2. Máy bị liệt cảm ứng một phần nhỏ khoảng 0.4mm ở dưới màn hình. Nếu em muốn bán hoặc đổi đt khác thì shop có hỗ trợ thu lại không ạ
18||#23327	Ad cho em hỏi điện thoại này đang ở phiên bản flyme 6.1.0.0.G, muốn nó về phiên bản cũ hơn được ko ạ.
18||#23330	fpt shop có hỗ trợ chạy lại phần mềm luôn tại shop k ạ hay phải chuyển lên trung tâm bảo hành ạ
18||#23337	cho hoi dt meizu m3s cua toi bi loi chuong trinh can phai lam sao?
18||#23340	Mã đơn hàng 1493339544 đã được vận chuyển chưa vây
18||#23345	thể nhớ 16gb cớ thể quy dổi ra tiền rồi trừ vài giá máy đc ko hả shop?
18||#23346	cho e hỏi máy của e nâng lên phiên bản flyme os 6.1.0 trên android 5.1 nhưng e dùng k thấy ổn định cho lắm thì có thể hạ phiên bản flyme os xuống k ạ. e mang trực tiếp đến trung tâm bảo hành thì lấy được máy luôn k hay phải chờ
18||#23348	Cho hoi meizu m3 note tham dinh loi xong chua z...01667737477
18||#23351	Cho em hỏi fpt shop ở chổ
18||#23355	Máy tăng giá và cắt km giảm 200k ak. Hic
18||#23362	Ad hộ kiểm tra Tình trạng đơn hàng 1493384774 này với a
18||#23366	nhân vien có cài đặt tiếng việt cho máy k ạ
18||#23371	truoc day minh mua 2690 sao gio lai nen gia ah . tinh mua them 1 cai
18||#23379	Đã cập nhật bản cập nhật hệ thống mới nhất rồi mà kiểm tra vẫn là android 5.1 vậy ad
18||#23384	Em mua máy và dán mdmh chống xước ở shop lệ thủy sau đó vào shop ở huế dán bảo hành có được không nhỉ
18||#23387	Mã đơn hàng 4285651này bị hủy chưa vậy
18||#23390	Sp có mã đơn hàng 4285651 này có thể giữ lại ở cửa hàng fptshop 1 hùng vương móng cái đến hết ngày 2/8 không vậy mà đến ngày đó còn khuyến mại không mình đã đặt từ 26/7 rồi
18||#23391	Có thể den shop xem hàng trước dk ko?
18||#23397	Qtv ơi cho mình hỏi sau khi mình cập nhật lên giao diện flyme os 6.1.0.0G thì lượng ram trống còn ít quá vậy
18||#23399	qtv cho mình hỏi mình gửi máy đi bảo hành từ hôm 21 thì nhân viên bảo 29 là hạn cuối để nhận máy. nếu máy sửa xong sớm thì mình có nhận dk máy sớm hơn k
18||#23400	có màu khác ko
18||#23402	Em mới mua hôm qua nhân viên họ kêu sạc 8 tiếng vậy nếu hk sạc có sao hk ạ
18||#23403	Cập nhật 6.1.0.0 bị lỗi danh bạ, xem danh bạ kéo xuống nó cứ chạy lên. Phiên bản mới thua phiên bản cũ xài 6.7.4.11 beta còn ngôn. Qtv xem co phiên bản nào mới khắc phục lỗi này không zay?
18||#23406	qtv cho mình hỏi mình gửi máy m3s đi bảo hành từ tối hôm 21 thì đến khoảng hôm nào thì lấy dk ạ. máy mình lỗi k nhiều lắm ạ
18||#23411	Các bạn sài con này thấy thế nào cho mình xin ý kiến với
18||#23412	Ngay ở trên bình luận trên này luôn á
18||#23414	Qtv ơi sao em cập nhật flyme os 6.1 thì dung lượng ram còn trống rất ít vậy
18||#23419	Mới mua hồi sáng.Cảm nhận xài ok nhưng máy là vỏ nhựa nguyên khối không phải nhôm.Thiết kế giống hình nhưng cảm giác nó không đẹp như hình trên này.Mặc dù là phiên bản thu nhỏ của M3 note nhưng chất lượng gia công không bằng M3 note,và không đẹp bằng M3 note.Nói chung ok trong tầm giá.FPT shop phục vụ tốt P/s : Update OTA từ 5.1 lên 6.0 beta tưởng mượt như 5.1 nhưng mà lag k tưởng.Tiếp tục up 2 bản nữa vá lỗi thấy mượt xem lại bản ai dè bản 5.1.Lần đầu tiên thấy hạ android bằng OTA.
18||#23421	điện thoại em đêm hôm trước vẫn hoạt động bình thường nhưng sáng nay lại bảo là điện thoại bị khóa em mở hoài không được ạ bây giờ nó khóa 64p r
18||#23423	M3s để độ sáng cao màn hình bị sọc đen và bóng mờ là lỗi màn hình hay lỗi phần mềm vậy
18||#23427	Meizu M3s có hỗ trợ OTG không. Sao mình thấy có quản trị bảo có, có quản trị bảo không. Mình muốn biết thông tin chính xác nhât. Thank!
18||#23430	Meizu ngoài trung tâm ở 163a xã đàn ra thì còn trung tâm nào nữa k. Mình hỏi trên fb của meizu thì còn 1 trung tâm chỗ 98 xuân thuỷ, hà nội nữa ạ.
18||#23442	shop cho e hỏi con ứng dụng fb với messenger trên con m3s của e k hiện thông báo đẩy là sao ạ tức là khi có thông báo đến máy k hiện trên thanh thông báo mà phải mở ứng dụng ra mới xem được ý ạ. máy e mới mua
18||#23445	máy e mới mua 1 ngày , cứ 20% pin là nó tụt rất nhanh , là sao ạ
18||#23446	Mình đặt online thì mình chọn KM là PMH 200.000d để giảm giá sp meizu m3s có được không a
18||#23447	máy tôi mới mua người bán kêu sạc 3 lần đàu đủ 8 tiếng nhưng mới sạc chừng 2 tiếng đã đầy r có nên sạc nửa k z shop
18||#23451	máy cập nhật hệ thống k đc ạ , nó hiện chữ fastboot mode ở góc trái màn hình ạ
18||#23457	shop cho e hỏi e mua máy ở shop giờ nút nguồn máy e nó bị lỏng thì e mang đến shop bảo hành thì có mất phí k ạ. máy e vẫn còn bảo hành và thời gian sẽ mất bao lâu ạ
18||#23460	tang phieu mua hang khi nao het han vay
18||#23462	shop có hỗ trợ kỹ thuật miễn phí k ạ
18||#23463	cho e hỏi máy e mất ch play thì mang ra shop cài lại dk k ạ. có mất phí gì k ạ
18||#23465	Fpt shop 30/4 quận ninh kiều tp cần thơ 7h có lm việc kh shop 7h em cần mua gấp máy này mong shop lm biệc lúc 7h
18||#23467	qtv cho e số của tổng đài tư vấn với ạ. để e hỏi về chính sách bảo hành của meizu với ạ. có mất phí khi gọi k ạ
18||#23486	Sao sp meizu m3s trên lazada do fptshop phân phối lại không thấy đâu rồi vậy
18||#23487	Máy mình mới mua pin sử dụng nhanh hết, trong lúc sử dụng máy nóng. Đưa kỹ thuật tại shop kiểm tra thì nói bình thường (xem sơ sơ rồi kết luận), máy mới mua chưa sử dụng được 30 ngày. Có thể trả máy lại không?
18||#23488	Máy này khi mua về không sạc 3 lần 8 đến 10 tiếng có cần hay không ? Nếu không sạc thế có bị gì không ??
18||#23490	Fptshop có đăng bán meizu m3s trên lazada và sendo không vậy ad
18||#23491	Mời bạn để lại bình luận...ad cho mình hỏi có máy nào giá khoảng 1.5tr đến 2.2tr ram 2gb có nút home vật lý hãng nào cũng được
18||#23496	Máy này có đèn led thông báo không vậy, với lại tặng phiếu mua hàng có được trừ trực tiếp vào sản phẩm không?
18||#23497	Lần sạc đầu tiên: Bạn cần sạc và giữ nguyên trạng thái sạc pin từ 8 đến 10 giờ và có thẻ sạc luôn khi mua máy mà không cần pin điện thoại của bạn cạn. Cách tốt nhất là bạn nên sạc vào buổi tối, cắm sạch liên tục trong vòng 8 đến 10 giờ và sau đó có thể tháo sạc để sử dụng. Lần sạc thứ hai: Bạn chỉ được phép tiến hành khi chắc chắn rằng điện thoại của bạn đã cạn pin khi sau lần sạc đầu tiên, và thời gian sạc pin cũng như lần 1, vào khoảng 8 đến 10 giờ. Lần sạc thứ ba: bạn chỉ tiến hành khi điện thoại của bạn đã cạn pin sau lần sạc thứ 2 và cũng tiếp tục sạc trong khoảng thời gian từ 8 đến 10 giờ. Dùng Pin đến khi cạn là khi máy còn 10% hay là tắt nguồn vậy ??
18||#23506	mua online thì đăng kí và lấy hàng như nào ạ? có pmh online có thể trừ vào tiền mua đứng k ạ?
18||#23514	ad cho em hỏi e dùng meizu m3s Sao e chon chế độ 2g Lại không có sóng vậy.chọn lại chế 3g,4g lại có sóng e khôi phục cài đặt cũng k khỏi ..cho e hỏi mấy bị gì vậy
18||#23517	E mới đổi lại máy mới Thì nó cũng bị lỗi camera như cái cũ
18||#23520	cho minh hoi màn hình cua may có kính cuông lúc sang ko z
18||#23525	cho em hỏi nếu ở xa v mình có mua giao đến tận nhà hay bưu điện dc kh ạ
18||#23526	Cho t hỏi là nếu như vào cài đặt -> khôi phục cài đặt gốc ->chọn khôi phục điện thoại về cài đặt gốc và định dạng bộ nhớ trong ->bắt đầu lại Thì nó có mất bảo hành không
18||#23527	Trang web bị lỗi hay sao vậy ad sao mình xem mọi sp trên trang chủ fpt shop đều tạm hết hàng trong tất cả các khu vực trên việt nam đều tạm hết hàng mong ad sớm khắc phục trên trang web của mình
18||#23528	điện thoại mezui m3s làm bằng kim loại có dán toàn máy đc k z nếu dán đc có bị j k
18||#23530	Máy em giờ bể mặt kính, Em muốn thay nhưng mua máy ở nghệ an Hiện tại đang ở đồng nai, Vậy giờ em vô chi nhánh fpt trong này sửa được k ạ? Và chi phí thay mặt kính meizu m3s là bao nhiêu ạ,?
18||#23531	Sp hết hàng rồi nhưng ad
18||#23532	Dán màn hình 99k mà s e dán tới 150k dan. Giờ e dán lại có trả tiền nưa không ạ
18||#23542	cho mình hỏi đt meizu m3s của mình mua dc bao lâu r ạ. sdt 01697712738, kiểm tra giúp mình nhé
18||#23546	shop ơi may' minh` tinh` hinh` bao/ hanh` thế nào vậy ... kiểm tra cho minh` vơi 0911013909... minh` gửi mơi' vài hôm nhưng muốn biết tình hình sức khỏe máy
18||#23560	Cho mình hỏi meizu m3s đen 2G ram có giá bao nhiêu? còn hàng không Rom máy dùng là rom quốc tế hay là rom cook. Bảo hành máy tại tất cả các cửa hàng của fpt được không
18||#23562	Ở kinh môn mình có thay màn hình cảm ứng meizu m3s không ạ, nếu có thì hết bao nhiêu ạ
18||#23563	Hết hàng thì shop có nhập về nữa k ạ
18||#23566	Máy e vừa mua hôm qua nhưng ko may tì vào kính camera, bây giờ nó vỡ rồi. Liệu mang ra cửa hàng có thay được không ạ?
18||#23569	E đã mua và rất chắn... Máy bị lỗi mà thực sự là quá mất thời gian để đổi trả và sưa chữa...
18||#23577	e cai lai dt thi mat ch play gio lm s
18||#23578	Mình mới mua máy mà sao máy k có múi giờ việt nam vậy ?
18||#23586	Đặt hàng online thì có phải giấy tờ gì k. Mà chi phí ship như nào thế
18||#23588	Ad cho em hỏi : nếu em muốn thay pin thì shop có hỗ trợ ko và nếu có thì giá cả và thời gian trờ lấy máy là bao lâu ạ
18||#23591	Bên mình có lấy máy ra cài rom tiếng việt ko nhi
18||#23596	Đến cửa hàng mua cần giấy tờ gì kh ạ?
18||#23600	Cho hoi don hang 4204273 co hang ve Cần Giuộc chua, em dat roi ma sao k biet khi nao co hang
18||#23601	Moi mua duoc 1 tuan. Bi roi be kinh roi. Shop ho tro thay khong . Gia bao nhieu vay
18||#23605	Đến cửa hàng fpt thì có được tặng SDP kh ạ?
18||#23609	Nếu mua co thể không lấy sạc dự phòng có trừ tiền ko
18||#23618	máy bị liệt cảm ứng 1 khúc phần cuối màn hình bên fpt có thay được không ạ ?
18||#23623	Tai s e sai duoc 1 thang thì khong mo duoc mo trinh quan ly tac vu tu duoi len tren v.?
18||#23629	Máy em nó có cái gì mỗi lần đặt máy xuống bạn thì có tiếng gì ở bên trong như bị rớt ốc hay gì đó Em đem máy đến fpt thì nhân viên nói không sau. Mà e sợ máy bị gì . giờ e đổi lại máy được không . e mới mua 2 tuần
